S No,Station Name,Station Code,Station Category,Division,Zone,District,State,Category_Rank,Division_Station_Count,Zone_Share_%
653,ATTABIRA,ATS,NSG6,SAMBALPUR,ECOR,BARGARH,ODISHA,9,64,3.84
654,BADMAL,BUDM,NSG6,SAMBALPUR,ECOR,BALANGIR,ODISHA,9,64,3.84
655,BAMUR,BAMR,NSG6,SAMBALPUR,ECOR,ANUGUL,ODISHA,9,64,3.84
656,BELSONDA,BLSN,NSG6,SAMBALPUR,ECOR,MAHASAMUND,CHHATTISGARH,9,64,3.84
657,BHIMKHOJ,BMKJ,NSG6,SAMBALPUR,ECOR,MAHASAMUND,CHHATTISGARH,9,64,3.84
658,BICHHUPALI,BHPI,NSG6,SAMBALPUR,ECOR,BALANGIR,ODISHA,9,64,3.84
659,BISSAMCUTTACK,BMCK,NSG6,SAMBALPUR,ECOR,RAYAGADA,ODISHA,9,64,3.84
660,BOINDA,BONA,NSG6,SAMBALPUR,ECOR,ANUGUL,ODISHA,9,64,3.84
661,BRUNDAMAL,BXQ,NSG6,SAMBALPUR,ECOR,JHARSUGUDA,ODISHA,9,64,3.84
662,CHARMAL,CHAR,NSG6,SAMBALPUR,ECOR,SAMBALPUR,ODISHA,9,64,3.84
663,DEOBAHAL,DOBH,NSG6,SAMBALPUR,ECOR,BARGARH,ODISHA,9,64,3.84
664,DEOGAN ROAD,DFR,NSG6,SAMBALPUR,ECOR,BALANGIR,ODISHA,9,64,3.84
665,DOIKALLU,DKLU,NSG6,SAMBALPUR,ECOR,RAYAGADA,ODISHA,9,64,3.84
666,DUNGRIPALI,DJX,NSG6,SAMBALPUR,ECOR,SONEPUR,ODISHA,9,64,3.84
667,GODBHAGA,GBQ,NSG6,SAMBALPUR,ECOR,BARGARH,ODISHA,9,64,3.84
668,HANDAPA,HNPA,NSG6,SAMBALPUR,ECOR,ANUGUL,ODISHA,9,64,3.84
669,HATIBARI,HATB,NSG6,SAMBALPUR,ECOR,SAMBALPUR,ODISHA,9,64,3.84
670,JARAPADA,JRPD,NSG6,SAMBALPUR,ECOR,ANUGUL,ODISHA,9,64,3.84
671,JHARSUGUDA ROAD,JSGR,NSG6,SAMBALPUR,ECOR,JHARSUGUDA,ODISHA,9,64,3.84
672,JUJOMURA,JUJA,NSG6,SAMBALPUR,ECOR,SAMBALPUR,ODISHA,9,64,3.84
673,KANDEL ROAD,KDLR,NSG6,SAMBALPUR,ECOR,KALAHANDI,ODISHA,9,64,3.84
674,KHALIAPALI,KHPL,NSG6,SAMBALPUR,ECOR,BALANGIR,ODISHA,9,64,3.84
675,KOMAKHAN,KMK,NSG6,SAMBALPUR,ECOR,MAHASAMUND,CHHATTISGARH,9,64,3.84
676,LAKHNA,LKNA,NSG6,SAMBALPUR,ECOR,NUAPADA,ODISHA,9,64,3.84
677,LANJIGARH ROAD,LJR,NSG6,SAMBALPUR,ECOR,KALAHANDI,ODISHA,9,64,3.84
678,LAPANGA,LPG,NSG6,SAMBALPUR,ECOR,SAMBALPUR,ODISHA,9,64,3.84
679,LOISINGHA,LSX,NSG6,SAMBALPUR,ECOR,BALANGIR,ODISHA,9,64,3.84
680,MANESWAR,MANE,NSG6,SAMBALPUR,ECOR,SAMBALPUR,ODISHA,9,64,3.84
681,MURIBAHAL,MRBL,NSG6,SAMBALPUR,ECOR,BALANGIR,ODISHA,9,64,3.84
682,RAHENBHATA,RNBT,NSG6,SAMBALPUR,ECOR,BALANGIR,ODISHA,9,64,3.84
683,RENGALI,RGL,NSG6,SAMBALPUR,ECOR,SAMBALPUR,ODISHA,9,64,3.84
684,RUPRA ROAD,RPRD,NSG6,SAMBALPUR,ECOR,KALAHANDI,ODISHA,9,64,3.84
685,SAINTALA,SFC,NSG6,SAMBALPUR,ECOR,BALANGIR,ODISHA,9,64,3.84
686,SARAGIPALI,SRGP,NSG6,SAMBALPUR,ECOR,ANUGUL,ODISHA,9,64,3.84
687,SASON,SSN,NSG6,SAMBALPUR,ECOR,SAMBALPUR,ODISHA,9,64,3.84
688,SIKIR,SFK,NSG6,SAMBALPUR,ECOR,BALANGIR,ODISHA,9,64,3.84
689,THERUBALI,THV,NSG6,SAMBALPUR,ECOR,RAYAGADA,ODISHA,9,64,3.84
690,TUREKALA ROAD,TRKR,NSG6,SAMBALPUR,ECOR,BALANGIR,ODISHA,9,64,3.84
691,MARRIPALEM PH,MIPM,HG1,WALTAIR,ECOR,VISAKHAPATANAM,ANDHRA PRADESH,1,115,3.84
692,BANSADHARA PH,BSDR,HG2,WALTAIR,ECOR,GAJAPATI,ODISHA,2,115,3.84
693,DANDU GOPALAPURARN H,DGB,HG2,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,2,115,3.84
694,HADOBHANGI PH,HBF,HG2,WALTAIR,ECOR,GAJAPATI,ODISHA,2,115,3.84
695,HARISHCHANDRAPURAM P,HCM,HG2,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,2,115,3.84
696,KASHINAGAR PH,KNGR,HG2,WALTAIR,ECOR,GAJAPATI,ODISHA,2,115,3.84
697,NARSIPURAM HALT,NSX,HG2,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,2,115,3.84
698,PATAPATNAM,PHM,HG2,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,2,115,3.84
699,PEDDASANA,PDSN,HG2,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,2,115,3.84
700,ROUTHPURAM PH,RMZ,HG2,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,2,115,3.84
